age,income,employment_years,credit_score,loan_amount,loan_term_months,loan_purpose,marital_status,dependents,existing_debt,home_ownership,education_level,num_of_credit_lines,previous_defaults,months_since_last_default,debt_to_income,loan_to_income,interest_rate,approved,approval_prob
51,30055.0,6.0,652.0,3952,60,car,married,1,14490.0,other,high_school,4,0,,0.482,0.131,0.1,1,0.418
29,65710.0,4.0,798.0,23853,48,debt_consolidation,married,2,20812.0,rent,master,3,0,,0.317,0.363,0.074,1,0.694
59,44012.0,1.0,511.0,23709,48,home_improvement,married,1,13944.0,rent,bachelor,3,0,,0.317,0.539,0.252,0,0.164
26,23309.0,5.0,604.0,11985,12,personal,divorced,0,6916.0,mortgage,high_school,7,0,,0.297,0.514,0.201,0,0.375
32,43011.0,7.0,590.0,15025,36,home_improvement,married,1,6648.0,rent,bachelor,3,0,,0.155,0.349,0.175,0,0.479
57,25058.0,4.0,604.0,6406,72,debt_consolidation,married,0,8256.0,mortgage,master,4,0,,0.329,0.256,0.149,0,0.34
42,75916.0,3.0,481.0,3396,36,personal,single,0,0.0,rent,bachelor,8,0,,0.0,0.045,0.168,1,0.767
22,97539.0,5.0,753.0,16974,48,debt_consolidation,married,0,5095.0,own,bachelor,10,0,,0.052,0.174,0.058,1,0.981
28,,7.0,756.0,17039,36,business,single,0,16574.0,rent,master,3,0,,0.331,0.341,0.083,0,0.671
51,52782.0,9.0,697.0,11629,24,debt_consolidation,married,1,0.0,own,master,0,0,,0.0,0.22,0.096,1,0.712
41,53811.0,,543.0,2502,36,home_improvement,single,2,31792.0,mortgage,other,5,0,,0.591,0.046,0.138,0,0.336
32,79556.0,6.0,672.0,19571,48,home_improvement,married,1,11878.0,other,high_school,2,0,,0.149,0.246,0.113,1,0.725
55,79017.0,2.0,719.0,11387,72,car,single,0,8032.0,mortgage,bachelor,6,0,,0.102,0.144,0.069,1,0.84
25,47109.0,3.0,681.0,7507,36,car,married,0,22538.0,mortgage,master,4,0,,0.478,0.159,0.091,0,0.455
22,56315.0,5.0,646.0,27759,36,debt_consolidation,single,0,18461.0,own,bachelor,3,0,,0.328,0.493,0.176,0,0.436
65,,3.0,763.0,5248,48,car,single,1,26992.0,rent,bachelor,3,0,,0.54,0.105,0.034,1,0.67
43,21558.0,4.0,593.0,20619,36,home_improvement,married,2,29914.0,mortgage,bachelor,2,0,,1.388,0.956,0.295,0,0.022
35,80315.0,5.0,636.0,500,72,debt_consolidation,single,3,31980.0,rent,bachelor,2,0,,0.398,0.006,0.083,1,0.646
18,93371.0,4.0,700.0,101357,36,personal,single,0,16853.0,rent,high_school,4,0,,0.18,1.086,0.051,1,0.854
54,79126.0,5.0,675.0,19827,48,personal,married,0,0.0,mortgage,high_school,2,0,,0.0,0.251,0.113,1,0.753
65,18860.0,2.0,695.0,11639,48,personal,widowed,1,6425.0,mortgage,bachelor,6,0,,0.341,0.617,0.176,1,0.298
30,5000.0,4.0,693.0,3312,60,medical,single,2,34585.0,rent,bachelor,9,0,,6.916,0.662,0.186,0,0.01
45,67718.0,5.0,692.0,24499,48,debt_consolidation,single,0,13891.0,mortgage,master,1,0,,0.205,0.362,0.126,0,0.577
22,30995.0,6.0,621.0,18713,36,car,married,1,3487.0,mortgage,high_school,8,0,,0.112,0.604,0.21,1,0.557
30,57178.0,10.0,594.0,500,24,personal,single,0,1827.0,own,high_school,5,1,104.0,0.032,0.009,0.155,1,0.639
34,88379.0,5.0,661.0,24594,72,debt_consolidation,single,0,0.0,mortgage,other,4,0,,0.0,0.278,0.125,1,0.841
67,33576.0,6.0,771.0,4361,60,home_improvement,married,0,23790.0,rent,bachelor,4,0,,0.709,0.13,0.041,1,0.48
57,40561.0,7.0,648.0,500,12,home_improvement,single,0,3225.0,other,high_school,3,0,,0.08,0.012,0.078,1,0.694
62,56918.0,4.0,698.0,6794,60,debt_consolidation,married,0,0.0,rent,master,1,0,,0.0,0.119,0.075,1,0.692
49,17562.0,,,14582,48,home_improvement,married,0,0.0,mortgage,bachelor,0,0,,0.0,0.83,0.237,0,0.242
46,31054.0,6.0,813.0,15774,48,personal,divorced,1,0.0,mortgage,bachelor,2,1,43.0,0.0,0.508,0.145,0,0.391
68,50621.0,2.0,639.0,500,12,medical,widowed,0,20592.0,mortgage,master,1,0,,0.407,0.01,0.082,0,0.345
20,42489.0,3.0,698.0,869,60,debt_consolidation,married,2,6439.0,mortgage,high_school,8,0,,0.152,0.02,0.055,1,0.812
57,65210.0,4.0,592.0,7391,36,education,married,1,0.0,own,bachelor,5,0,,0.0,0.113,0.127,1,0.787
51,119149.0,4.0,560.0,8030,60,debt_consolidation,married,0,30807.0,mortgage,master,3,0,,0.259,0.067,0.133,1,0.782
57,52478.0,5.0,649.0,22618,12,education,single,1,10698.0,mortgage,bachelor,8,0,,0.204,0.431,0.162,1,0.734
44,28957.0,7.0,744.0,10867,60,personal,single,2,0.0,rent,master,5,0,,0.0,0.375,0.103,1,0.725
30,85456.0,3.0,701.0,22426,12,car,divorced,0,20827.0,rent,high_school,5,0,,0.244,0.262,0.102,1,0.763
62,10280.0,3.0,483.0,25958,36,medical,single,0,0.0,own,high_school,6,0,,0.0,2.525,0.35,0,0.01
50,15277.0,6.0,709.0,20557,36,home_improvement,single,0,18932.0,mortgage,bachelor,6,0,,1.239,1.346,0.315,0,0.044
23,35122.0,3.0,527.0,500,36,car,married,1,17577.0,mortgage,bachelor,4,0,,0.5,0.014,0.139,0,0.266
41,42928.0,9.0,717.0,11960,48,medical,married,0,12060.0,mortgage,high_school,4,0,,0.281,0.279,0.097,1,0.655
36,34523.0,7.0,694.0,13337,36,personal,single,1,0.0,rent,high_school,5,1,48.0,0.0,0.386,0.18,0,0.454
33,49212.0,5.0,638.0,14456,72,education,single,0,0.0,own,other,2,1,6.0,0.0,0.294,0.19,0,0.374
57,56869.0,6.0,708.0,500,48,personal,single,0,9266.0,mortgage,master,5,0,,0.163,0.009,0.048,1,0.813
45,76724.0,6.0,629.0,7359,48,personal,divorced,1,0.0,mortgage,high_school,5,0,,0.0,0.096,0.105,1,0.841
50,52280.0,3.0,662.0,1378,36,business,divorced,0,28290.0,rent,bachelor,1,0,,0.541,0.026,0.074,0,0.345
65,35951.0,8.0,535.0,5734,48,personal,single,0,8478.0,mortgage,bachelor,1,0,,0.236,0.159,0.164,0,0.343
58,75366.0,10.0,630.0,12413,24,debt_consolidation,married,1,0.0,own,master,3,0,,0.0,0.165,0.118,1,0.853
30,29557.0,6.0,724.0,7584,60,home_improvement,single,0,24978.0,own,bachelor,4,0,,0.845,0.257,0.089,0,0.3
60,9185.0,7.0,544.0,6470,36,car,married,1,,mortgage,master,5,0,,,0.704,0.269,0,0.285
62,80149.0,2.0,715.0,13020,60,home_improvement,single,0,8022.0,mortgage,master,7,0,,0.1,0.162,0.075,1,0.868
42,78546.0,5.0,489.0,10078,36,personal,married,1,18343.0,rent,bachelor,7,0,,0.234,0.128,0.181,0,0.673
59,30193.0,8.0,555.0,16997,72,debt_consolidation,single,1,0.0,mortgage,high_school,2,0,,0.0,0.563,0.235,0,0.367
53,40023.0,6.0,625.0,10801,36,debt_consolidation,single,2,3514.0,rent,bachelor,8,0,,0.088,0.27,0.142,1,0.747
44,27077.0,2.0,662.0,500,12,personal,single,3,0.0,mortgage,master,4,0,,0.0,0.018,0.073,0,0.597
55,58166.0,3.0,604.0,4689,48,debt_consolidation,single,1,0.0,rent,bachelor,2,0,,0.0,0.081,0.114,1,0.618
24,93301.0,10.0,602.0,11719,72,debt_consolidation,widowed,2,11147.0,mortgage,master,3,0,,0.119,0.126,0.124,1,0.859
22,67572.0,3.0,739.0,10520,48,home_improvement,divorced,1,22765.0,mortgage,master,6,0,,0.337,0.156,0.062,1,0.767
60,75893.0,4.0,745.0,865,24,business,married,0,40056.0,rent,bachelor,5,0,,0.528,0.011,0.03,1,0.741
62,70493.0,9.0,616.0,21766,48,car,single,0,21429.0,other,bachelor,4,0,,0.304,0.309,0.154,1,0.665
68,49997.0,2.0,618.0,18122,72,personal,single,0,5960.0,rent,bachelor,4,0,,0.119,0.362,0.163,0,0.469
48,77084.0,5.0,627.0,8992,12,debt_consolidation,single,0,26720.0,rent,high_school,3,0,,0.347,0.117,0.11,1,0.644
40,68626.0,1.0,827.0,13363,36,personal,single,0,0.0,mortgage,bachelor,4,0,,0.0,0.195,0.03,1,0.843
59,85986.0,5.0,651.0,4281,60,debt_consolidation,single,1,1956.0,mortgage,high_school,2,0,,0.023,0.05,0.085,1,0.82
27,38511.0,9.0,776.0,23531,60,debt_consolidation,married,1,24289.0,rent,master,8,0,,0.631,0.611,0.134,1,0.62
49,6547.0,2.0,709.0,35689,60,home_improvement,single,1,129.0,mortgage,phd,2,0,,0.02,5.45,0.35,0,0.01
60,76131.0,,642.0,8554,72,debt_consolidation,married,1,10867.0,mortgage,high_school,1,0,,0.143,0.112,0.101,1,0.676
47,58744.0,6.0,598.0,27239,24,home_improvement,married,2,0.0,rent,bachelor,9,0,,0.0,0.464,0.194,1,0.791
56,42599.0,7.0,712.0,6392,48,home_improvement,single,0,6765.0,mortgage,bachelor,4,0,,0.159,0.15,0.074,1,0.728
48,43996.0,3.0,587.0,9680,60,debt_consolidation,married,0,8961.0,own,master,4,0,,0.204,0.22,0.151,0,0.456
35,113867.0,7.0,619.0,29337,60,personal,single,0,17070.0,rent,bachelor,6,0,,0.15,0.258,0.142,1,0.889
53,33945.0,7.0,703.0,13802,60,home_improvement,single,0,12486.0,mortgage,high_school,1,0,,0.368,0.407,0.13,0,0.368
19,28667.0,6.0,,21870,72,personal,single,1,20725.0,mortgage,high_school,4,1,110.0,0.723,0.763,0.287,0,0.052
31,52132.0,4.0,618.0,12305,36,personal,married,2,15882.0,mortgage,high_school,5,0,,0.305,0.236,0.138,1,0.525
30,79512.0,10.0,625.0,500,12,debt_consolidation,single,0,7002.0,mortgage,master,2,0,,0.088,0.006,0.089,1,0.847
46,106960.0,6.0,595.0,38374,36,car,married,0,861.0,mortgage,bachelor,3,0,,0.008,0.359,0.174,1,0.796
29,66434.0,8.0,686.0,12832,60,education,single,0,0.0,rent,other,1,0,,0.0,0.193,0.096,1,0.807
56,18240.0,3.0,653.0,16561,36,personal,single,2,0.0,mortgage,bachelor,2,0,,0.0,0.908,0.255,0,0.198
19,99272.0,6.0,542.0,7675,60,personal,single,0,8274.0,rent,bachelor,4,0,,0.083,0.077,0.144,1,0.799
49,49513.0,9.0,611.0,22801,36,education,married,0,0.0,own,master,6,0,,0.0,0.46,0.186,1,0.772
30,29057.0,3.0,621.0,22066,12,debt_consolidation,married,1,0.0,other,master,6,0,,0.0,0.759,0.241,0,0.409
63,23015.0,7.0,620.0,500,48,home_improvement,married,3,5492.0,mortgage,high_school,4,0,,0.239,0.022,0.094,1,0.539
44,70908.0,4.0,698.0,16711,60,personal,single,0,2184.0,rent,high_school,3,0,,0.031,0.236,0.098,1,0.749
66,55971.0,3.0,594.0,23771,36,medical,single,0,18214.0,mortgage,high_school,7,0,,0.325,0.425,0.188,0,0.472
58,,9.0,850.0,27004,60,personal,married,1,,own,master,7,1,70.0,,0.54,0.117,1,0.776
34,82163.0,4.0,761.0,21464,48,education,single,3,34402.0,rent,master,6,0,,0.419,0.261,0.072,1,0.839
57,29946.0,4.0,760.0,22343,36,debt_consolidation,single,0,42911.0,mortgage,high_school,4,0,,1.433,0.746,0.169,0,0.076
48,84154.0,3.0,567.0,9599,24,personal,single,0,5408.0,mortgage,high_school,4,0,,0.064,0.114,0.139,1,0.708
51,37021.0,2.0,488.0,2710,60,personal,married,2,0.0,mortgage,bachelor,6,0,,0.0,0.073,0.171,0,0.493
41,104100.0,3.0,623.0,11891,36,debt_consolidation,married,0,0.0,own,bachelor,1,0,,0.0,0.114,0.111,1,0.787
62,64968.0,6.0,673.0,2482,72,debt_consolidation,single,0,37417.0,rent,bachelor,2,1,112.0,0.576,0.038,0.121,0,0.307
52,26994.0,12.0,637.0,7610,48,car,married,1,0.0,mortgage,other,4,0,,0.0,0.282,0.138,1,0.704
65,5000.0,7.0,608.0,7460,36,business,married,0,1896.0,rent,master,3,0,,0.379,1.492,0.35,0,0.039
23,70223.0,4.0,511.0,5593,36,home_improvement,single,0,0.0,rent,high_school,4,0,,0.0,0.08,0.161,1,0.657
36,40645.0,7.0,596.0,20323,24,debt_consolidation,single,3,5100.0,other,high_school,5,0,,0.125,0.5,0.202,1,0.527
47,46111.0,5.0,631.0,4873,48,car,married,0,2846.0,mortgage,high_school,2,0,,0.062,0.106,0.106,0,0.581
24,69155.0,8.0,610.0,33356,48,debt_consolidation,married,1,22402.0,mortgage,high_school,6,0,,0.324,0.482,0.191,1,0.657
27,75260.0,4.0,610.0,24892,60,home_improvement,single,0,0.0,rent,master,4,0,,0.0,0.331,0.161,1,0.705
58,80593.0,7.0,586.0,26895,36,education,married,0,7186.0,rent,bachelor,5,0,,0.089,0.334,0.174,1,0.8
49,20629.0,5.0,782.0,8108,36,personal,married,0,20770.0,own,bachelor,3,0,,1.007,0.393,0.088,0,0.171
51,85647.0,2.0,707.0,17003,24,car,married,3,0.0,mortgage,bachelor,2,0,,0.0,0.199,0.086,1,0.765
45,35524.0,4.0,726.0,4571,36,medical,single,0,18825.0,mortgage,high_school,1,0,,0.53,0.129,0.063,0,0.324
32,5000.0,6.0,672.0,17174,48,education,single,1,11343.0,mortgage,high_school,1,0,,2.268,3.434,0.35,0,0.05
47,20539.0,6.0,543.0,500,72,car,married,1,0.0,own,master,6,0,,0.0,0.024,0.133,1,0.596
54,55451.0,4.0,709.0,25623,60,debt_consolidation,married,1,0.0,mortgage,master,3,0,,0.0,0.462,0.138,1,0.657
46,25530.0,3.0,758.0,8551,60,home_improvement,single,0,16098.0,mortgage,high_school,2,0,,0.631,0.335,0.088,0,0.254
39,47799.0,4.0,770.0,18028,36,debt_consolidation,married,1,,mortgage,bachelor,8,0,,,0.377,0.09,1,0.762
21,58456.0,5.0,700.0,19885,24,personal,married,1,0.0,other,bachelor,4,0,,0.0,0.34,0.118,1,0.736
37,45465.0,7.0,650.0,9460,36,personal,married,0,21398.0,mortgage,bachelor,2,0,,0.471,0.208,0.117,0,0.411
49,37641.0,10.0,650.0,7017,36,car,single,2,2724.0,rent,bachelor,1,0,,0.072,0.186,0.112,0,0.61
53,18733.0,7.0,692.0,13798,48,personal,married,1,25517.0,mortgage,master,6,0,,1.362,0.737,0.201,0,0.069
67,50549.0,5.0,519.0,23030,36,personal,married,2,14545.0,rent,high_school,4,0,,0.288,0.456,0.232,0,0.313
21,5000.0,3.0,701.0,13530,60,personal,single,2,32200.0,other,bachelor,7,1,108.0,6.439,2.705,0.35,0,0.01
44,32850.0,4.0,611.0,21030,72,debt_consolidation,single,0,15445.0,mortgage,master,2,0,,0.47,0.64,0.222,0,0.167
34,26805.0,4.0,827.0,22941,36,medical,single,0,10420.0,mortgage,master,1,0,,0.389,0.856,0.158,0,0.225
29,44016.0,8.0,626.0,13075,60,education,married,0,0.0,rent,high_school,2,0,,0.0,0.297,0.146,1,0.648
39,44667.0,8.0,,13873,60,medical,single,0,10805.0,rent,bachelor,3,0,,0.242,0.311,0.129,0,0.548
34,73999.0,4.0,662.0,16388,36,debt_consolidation,widowed,0,6412.0,rent,high_school,5,0,,0.087,0.221,0.113,1,0.792
27,89587.0,4.0,595.0,26424,72,medical,married,0,34227.0,mortgage,master,3,0,,0.382,0.295,0.162,1,0.52
18,22056.0,8.0,687.0,11567,36,home_improvement,married,0,13202.0,own,bachelor,3,0,,0.599,0.524,0.161,0,0.258
39,99821.0,4.0,677.0,26378,60,personal,married,3,21738.0,own,high_school,2,0,,0.218,0.264,0.114,1,0.728
43,30518.0,6.0,732.0,17551,36,business,married,5,31058.0,mortgage,bachelor,9,0,,1.018,0.575,0.149,0,0.294
35,54313.0,6.0,708.0,7634,36,debt_consolidation,single,0,30093.0,rent,bachelor,7,0,,0.554,0.141,0.074,1,0.704
67,62772.0,1.0,665.0,14580,48,debt_consolidation,married,1,8695.0,mortgage,high_school,9,0,,0.139,0.232,0.114,1,0.798
31,111115.0,5.0,584.0,3794,60,medical,single,1,41934.0,own,master,3,0,,0.377,0.034,0.115,1,0.718
64,36443.0,3.0,587.0,1540,24,car,single,2,2409.0,rent,high_school,6,0,,0.066,0.042,0.115,1,0.615
46,5082.0,9.0,783.0,21068,24,car,single,0,29957.0,mortgage,bachelor,3,1,117.0,5.894,4.145,0.35,0,0.01
29,87259.0,4.0,657.0,22978,48,business,married,0,0.0,mortgage,bachelor,3,0,,0.0,0.263,0.124,1,0.765
53,29166.0,8.0,816.0,14670,24,personal,single,3,22900.0,rent,master,2,0,,0.785,0.503,0.093,0,0.304
52,40960.0,,585.0,15477,60,debt_consolidation,married,0,0.0,own,high_school,4,0,,0.0,0.378,0.183,1,0.605
69,22056.0,2.0,826.0,9232,60,car,divorced,0,19281.0,mortgage,bachelor,2,0,,0.874,0.419,0.071,0,0.172
29,41032.0,6.0,575.0,16699,60,personal,single,0,0.0,rent,high_school,4,0,,0.0,0.407,0.194,1,0.513
24,289900.0,9.0,615.0,34815,60,personal,married,1,0.0,own,master,3,0,,0.0,0.12,0.333,0,0.26
46,66911.0,4.0,685.0,25097,72,debt_consolidation,married,1,0.0,mortgage,high_school,3,0,,0.0,0.375,0.132,1,0.71
28,52020.0,4.0,730.0,14239,60,debt_consolidation,single,0,17470.0,mortgage,bachelor,2,0,,0.336,0.274,0.09,0,0.53
50,32974.0,6.0,704.0,13368,72,debt_consolidation,divorced,1,,mortgage,bachelor,6,0,,,0.405,0.129,0,0.474
23,74897.0,13.0,497.0,11236,36,personal,married,0,17353.0,rent,high_school,5,0,,0.232,0.15,0.182,1,0.755
64,56375.0,6.0,604.0,889,48,home_improvement,single,1,13320.0,own,high_school,3,0,,0.236,0.016,0.101,1,0.621
32,5000.0,8.0,558.0,10171,72,home_improvement,single,2,2739.0,mortgage,high_school,6,0,,0.548,2.034,0.35,0,0.033
49,72993.0,8.0,539.0,21742,60,debt_consolidation,widowed,0,0.0,rent,master,4,0,,0.0,0.298,0.19,1,0.726
68,54622.0,1.0,649.0,5680,60,debt_consolidation,divorced,2,0.0,own,bachelor,4,0,,0.0,0.104,0.096,1,0.677
28,84768.0,8.0,,12199,12,education,single,1,0.0,mortgage,master,2,0,,0.0,0.144,0.188,1,0.722
40,53098.0,4.0,730.0,3818,60,car,single,1,28195.0,mortgage,high_school,3,0,,0.531,0.072,0.049,0,0.535
43,30207.0,4.0,710.0,22854,60,car,married,2,0.0,rent,high_school,5,0,,0.0,0.757,0.196,0,0.488
51,44893.0,,780.0,2268,36,debt_consolidation,single,0,0.0,rent,phd,3,1,3.0,0.0,0.051,0.07,0,0.55
63,70098.0,6.0,565.0,20927,12,home_improvement,divorced,0,0.0,own,bachelor,2,0,,0.0,0.299,0.177,0,0.612
51,30732.0,6.0,573.0,25286,36,personal,married,0,0.0,mortgage,master,4,1,93.0,0.0,0.823,0.328,0,0.143
46,38993.0,3.0,734.0,11766,72,debt_consolidation,married,0,14570.0,mortgage,master,2,0,,0.374,0.302,0.093,0,0.417
21,44458.0,5.0,740.0,8131,60,personal,single,0,1961.0,rent,other,6,0,,0.044,0.183,0.067,1,0.806
34,21266.0,8.0,758.0,19751,72,debt_consolidation,married,1,7543.0,rent,high_school,3,0,,0.355,0.929,0.207,0,0.311
52,31092.0,9.0,742.0,31024,48,debt_consolidation,single,0,8252.0,mortgage,high_school,4,0,,0.265,0.998,0.229,0,0.414
30,54314.0,3.0,668.0,28417,72,home_improvement,single,1,14330.0,mortgage,high_school,1,0,,0.264,0.523,0.171,0,0.337
58,80062.0,2.0,613.0,14262,48,personal,married,0,11519.0,mortgage,master,5,0,,0.144,0.178,0.129,1,0.699
56,57929.0,7.0,709.0,6168,36,debt_consolidation,married,0,27757.0,mortgage,bachelor,4,0,,0.479,0.106,0.067,1,0.678
32,48853.0,6.0,615.0,12679,36,education,married,1,0.0,other,bachelor,4,0,,0.0,0.26,0.145,1,0.702
46,29218.0,6.0,658.0,500,72,car,married,0,1118.0,own,master,4,0,,0.038,0.017,0.074,1,0.677
46,77379.0,6.0,619.0,9443,36,debt_consolidation,single,1,8666.0,own,bachelor,4,0,,0.112,0.122,0.115,1,0.789
28,60838.0,4.0,671.0,19505,36,debt_consolidation,single,0,8901.0,rent,high_school,2,0,,0.146,0.321,0.129,0,0.578
69,32332.0,6.0,749.0,11323,12,personal,married,0,0.0,mortgage,bachelor,4,0,,0.0,0.35,0.096,0,0.697
49,72466.0,10.0,622.0,8996,36,debt_consolidation,single,3,0.0,own,high_school,4,0,,0.0,0.124,0.114,1,0.871
19,63989.0,4.0,610.0,14445,60,medical,married,2,7888.0,rent,bachelor,7,0,,0.123,0.226,0.14,1,0.713
64,29662.0,3.0,642.0,12306,48,personal,married,1,30787.0,rent,high_school,3,0,,1.038,0.415,0.162,0,0.084
31,47466.0,0.0,556.0,22555,48,debt_consolidation,divorced,1,32271.0,rent,high_school,3,0,,0.68,0.475,0.217,0,0.125
37,37681.0,8.0,703.0,1732,72,home_improvement,married,2,,rent,master,7,0,,,0.046,0.058,1,0.876
39,115838.0,3.0,659.0,20265,48,debt_consolidation,single,1,3542.0,rent,other,6,0,,0.031,0.175,0.106,1,0.928
28,63294.0,4.0,647.0,14539,60,debt_consolidation,single,0,12438.0,other,other,3,1,25.0,0.197,0.23,0.172,0,0.366
44,54669.0,5.0,676.0,19343,36,debt_consolidation,single,1,14559.0,rent,high_school,2,1,52.0,0.266,0.354,0.183,0,0.278
20,61817.0,3.0,532.0,1109,72,education,single,1,0.0,own,master,4,0,,0.0,0.018,0.138,1,0.681
34,84479.0,2.0,762.0,23830,24,medical,single,1,35537.0,rent,bachelor,2,0,,0.421,0.282,0.075,1,0.595
61,47915.0,8.0,608.0,20430,60,education,single,2,1446.0,mortgage,master,4,0,,0.03,0.426,0.181,0,0.664
45,35252.0,4.0,620.0,31732,60,personal,widowed,0,15533.0,own,master,4,0,,0.441,0.9,0.27,0,0.16
46,71107.0,3.0,719.0,6673,36,debt_consolidation,single,2,5061.0,rent,other,8,0,,0.071,0.094,0.059,1,0.908
38,45626.0,8.0,699.0,9150,36,debt_consolidation,married,1,5135.0,mortgage,high_school,8,0,,0.113,0.201,0.091,1,0.867
64,23253.0,5.0,810.0,500,36,debt_consolidation,single,2,21351.0,mortgage,master,5,1,26.0,0.918,0.022,0.049,0,0.231
33,18383.0,6.0,573.0,6764,24,debt_consolidation,single,1,24775.0,other,bachelor,4,0,,1.348,0.368,0.187,0,0.065
54,88232.0,7.0,575.0,29343,48,debt_consolidation,single,0,20211.0,rent,high_school,5,0,,0.229,0.333,0.179,0,0.734
37,53291.0,10.0,554.0,17951,72,home_improvement,single,0,0.0,own,bachelor,0,0,,0.0,0.337,0.19,1,0.518
23,35261.0,7.0,661.0,7736,48,personal,married,1,,other,high_school,4,0,,,0.219,0.113,1,0.679
36,44142.0,,628.0,16331,48,personal,married,0,49905.0,mortgage,master,8,0,,1.131,0.37,0.16,0,0.188
22,70186.0,3.0,594.0,14384,12,debt_consolidation,married,1,14605.0,mortgage,master,2,0,,0.208,0.205,0.144,0,0.516
20,42665.0,7.0,645.0,500,24,personal,married,0,0.0,mortgage,bachelor,6,0,,0.0,0.012,0.08,1,0.812
18,13765.0,3.0,567.0,500,48,personal,married,1,24133.0,mortgage,bachelor,4,0,,1.753,0.036,0.124,0,0.022
55,58146.0,3.0,774.0,26068,72,home_improvement,married,0,0.0,mortgage,high_school,3,0,,0.0,0.448,0.103,1,0.713
32,80209.0,3.0,594.0,22366,60,debt_consolidation,married,0,39526.0,rent,master,10,0,,0.493,0.279,0.159,1,0.718
51,78537.0,8.0,,500,36,personal,single,1,3884.0,mortgage,high_school,1,0,,0.049,0.006,0.099,1,0.76
52,,2.0,459.0,13731,48,education,divorced,0,22883.0,mortgage,bachelor,3,0,,0.458,0.275,0.247,0,0.131
66,81729.0,5.0,518.0,7843,48,personal,divorced,1,9327.0,rent,master,6,0,,0.114,0.096,0.16,1,0.741
42,55324.0,4.0,603.0,25888,60,home_improvement,married,0,0.0,rent,bachelor,4,0,,0.0,0.468,0.192,0,0.556
41,81029.0,2.0,626.0,19476,60,home_improvement,married,1,0.0,rent,bachelor,4,0,,0.0,0.24,0.135,1,0.733
29,64342.0,3.0,708.0,3954,60,debt_consolidation,single,1,0.0,mortgage,high_school,3,0,,0.0,0.061,0.058,0,0.795
35,11960.0,2.0,530.0,16202,12,personal,married,2,0.0,mortgage,high_school,4,0,,0.0,1.355,0.35,0,0.071
32,93668.0,6.0,686.0,14589,72,debt_consolidation,married,0,12812.0,mortgage,bachelor,7,0,,0.137,0.156,0.088,1,0.926
61,51295.0,3.0,700.0,14616,24,debt_consolidation,married,0,0.0,mortgage,high_school,5,0,,0.0,0.285,0.107,1,0.737
33,64420.0,6.0,704.0,9899,48,car,married,0,12914.0,own,high_school,5,0,,0.2,0.154,0.079,1,0.788
44,16399.0,5.0,733.0,15248,72,home_improvement,single,2,0.0,mortgage,bachelor,8,1,16.0,0.0,0.93,0.27,0,0.306
18,62633.0,4.0,557.0,101357,48,debt_consolidation,single,0,15369.0,rent,bachelor,3,0,,0.245,1.618,0.142,0,0.518
63,77573.0,6.0,693.0,3122,24,education,married,0,0.0,mortgage,bachelor,2,0,,0.0,0.04,0.062,1,0.881
42,98383.0,6.0,791.0,2535,36,home_improvement,single,1,12019.0,rent,bachelor,5,0,,0.122,0.026,0.03,1,0.951
34,85010.0,6.0,762.0,4509,48,home_improvement,married,3,0.0,rent,bachelor,2,0,,0.0,0.053,0.03,1,0.897
46,63856.0,7.0,801.0,19223,24,debt_consolidation,married,1,560.0,rent,high_school,7,1,10.0,0.009,0.301,0.11,1,0.819
25,11391.0,10.0,669.0,19495,48,car,single,1,0.0,own,high_school,3,0,,0.0,1.711,0.35,0,0.143
32,53307.0,12.0,603.0,29605,36,debt_consolidation,single,2,0.0,mortgage,master,5,0,,0.0,0.555,0.21,1,0.747
44,35187.0,5.0,448.0,12715,60,debt_consolidation,married,1,31021.0,own,bachelor,3,0,,0.882,0.361,0.248,0,0.085
63,55874.0,7.0,551.0,22014,24,medical,single,2,31418.0,rent,bachelor,3,0,,0.562,0.394,0.203,0,0.26
67,19592.0,10.0,608.0,15471,60,debt_consolidation,single,0,0.0,other,bachelor,7,0,,0.0,0.79,0.254,0,0.548
69,44746.0,2.0,622.0,17996,48,debt_consolidation,married,0,4922.0,rent,high_school,6,0,,0.11,0.402,0.169,1,0.54
24,37070.0,4.0,,23084,48,car,married,0,16875.0,other,high_school,6,0,,0.455,0.623,0.231,0,0.256
20,36296.0,6.0,677.0,20820,36,debt_consolidation,married,0,11207.0,mortgage,bachelor,6,0,,0.309,0.574,0.176,0,0.503
46,,4.0,666.0,16084,48,debt_consolidation,married,2,1361.0,own,bachelor,2,0,,0.027,0.322,0.155,0,0.46
61,46604.0,5.0,653.0,8864,60,education,married,1,0.0,rent,bachelor,3,0,,0.0,0.19,0.112,0,0.698
41,57155.0,3.0,713.0,17758,24,medical,married,0,23155.0,mortgage,high_school,2,0,,0.405,0.311,0.106,1,0.422
20,5000.0,3.0,612.0,28643,60,medical,married,1,2382.0,mortgage,high_school,0,0,,0.476,5.727,0.35,0,0.01
37,5000.0,3.0,738.0,16753,60,home_improvement,married,0,0.0,own,bachelor,4,0,,0.0,3.35,0.35,0,0.02
63,41533.0,6.0,554.0,11047,24,home_improvement,single,0,9322.0,rent,bachelor,6,0,,0.224,0.266,0.176,1,0.523
